Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre,Episode No#,URL,Sentence No,Timestamps,Urdu Sentence,English Sentence,Start Time,End Time
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=nWRJYr6ZU2Q,520.0,00:35:04.590,"but now that we can’t marry, what do I do?","but now that we can't get married, what do I do?",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=nWRJYr6ZU2Q,521.0,00:35:10.490,"Rameen, I think fate has decided","Rameen, I think fate has decided",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=nWRJYr6ZU2Q,522.0,00:35:16.780,You... you'll leave me?,You... you'll leave me?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=nWRJYr6ZU2Q,523.0,00:35:18.970,What can I do?,What can I do?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=nWRJYr6ZU2Q,524.0,00:35:21.080,I can't make you run away with me,I can't make you run away with me,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=nWRJYr6ZU2Q,525.0,00:35:25.630,So I don't have any other options.,So I don't have any other options.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=nWRJYr6ZU2Q,526.0,00:35:28.670,"We can try, please!","We can try, please!",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,1.0,00:00:19.010,"I’m really sorry to say this,","I'm really sorry to say this,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,2.0,00:00:23.820,"You are an extremely self-centered,","You are an extremely self-centered,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,3.0,00:00:28.570,That's why I've made a decision.,That's why I've made a decision.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,4.0,00:00:29.930,"As soon as the morning comes,","As soon as the morning comes,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,5.0,00:00:32.040,"Dear, forget about this guy.","Dear, forget about this guy.",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,6.0,00:00:34.860,We've already fixed your engagement,We've already fixed your engagement,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,7.0,00:00:38.750,They’re coming in two days,They're coming in two days,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,8.0,00:00:45.780,"Baba, why are you doing this to me?","Dad, why are you doing this to me?",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,9.0,00:00:49.490,"First, you rejected Shahzar's proposal,","First, you rejected Shahzar's proposal,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,10.0,00:00:52.060,and then when he came,and then when he came to,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,11.0,00:00:54.020,you insulted him and threw him out.,insulted him and threw him out.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,12.0,00:00:56.010,"You had every right to reject him,","You had every right to reject him,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,13.0,00:01:01.790,Lower your voice and speak.,Lower your voice and speak.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,14.0,00:01:06.810,You are forcing me.,You are forcing me.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,15.0,00:01:08.860,"He left his home for my sake,","He left his home for my sake,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,16.0,00:01:19.000,"What should I do and what I should not do,","What should I do and what should I not do,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,17.0,00:01:27.080,"His father is not happy with this proposal,","His father is not happy with this proposal,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,18.0,00:01:30.090,how can I send you to a house,how can I send you to a house,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,19.0,00:01:34.070,Why can’t you understand this?,Why can’t you understand this?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,20.0,00:01:36.220,"Apart from the boy,","Apart from the boy,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,21.0,00:01:37.510,"whoever you tell, whenever you tell,","whoever you tell, whenever you tell, I",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,22.0,00:01:39.700,"No, no, no, no!","No, no, no, no!",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,23.0,00:01:41.350,You're not rejecting this proposal,You're not rejecting this proposal,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,24.0,00:01:44.720,you're rejecting it because you want,You're rejecting it because you want,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,25.0,00:01:48.790,- Rameen!,- Rameen!,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,26.0,00:01:50.830,I’m very disappointed.,I am very disappointed.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,27.0,00:01:52.660,I could never have imagined that my father,I could never have imagined that my father,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,28.0,00:01:57.370,You are choosing money,You are choosing money,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,29.0,00:02:00.410,- Ram--,- Ram--,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,30.0,00:02:02.790,What does he lack?,What does he lack?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,31.0,00:02:05.440,People are right about him.,People are right about him.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,32.0,00:02:07.250,He doesn't see anything beyond money.,He doesn't see anything beyond money.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,33.0,00:02:10.500,Every has always told me,Everyone has always told me,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,34.0,00:02:14.990,"Shut up, Rameen! Be quiet!","Shut up, Rameen!  Be quiet!",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,35.0,00:02:25.350,"You’re not even ashamed, are you?","You're not even ashamed, are you?",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,36.0,00:02:34.950,How dare-- How dare you talk,How dare-- How dare you talk,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,37.0,00:02:40.560,- How dare you--,- How dare you--,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,38.0,00:02:42.300,- How dare you--,- How dare you--,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,39.0,00:02:45.300,- How dare-- Dare--,- How dare-- Dare--,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,40.0,00:02:48.760,How can she even think like that?,How can she even think like that?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,41.0,00:02:52.260,That's it.,That's it.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,42.0,00:02:54.420,Did you take your medicine?,Did you take your medicine?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,43.0,00:03:12.140,"I'm sorry, Mehru.","I'm sorry, Mehru.",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,44.0,00:03:14.830,I'm extremely sorry.,I'm extremely sorry.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,45.0,00:03:16.940,"In these 22 years,","In these 22 years,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,46.0,00:03:22.610,"I'm not just a failed businessman, but...","I'm not just a failed businessman, but...",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,47.0,00:03:27.410,I'm also failed husband,I'm also a failed husband,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,48.0,00:03:32.280,Please.,Please.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,49.0,00:03:34.140,Please don't embarrass me,Please don't embarrass me,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,50.0,00:03:37.940,I am one who's ashamed of myself...,I am one who is ashamed of myself...,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,51.0,00:03:41.700,"ashamed in front of you,","ashamed in front of you,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,52.0,00:03:45.530,Didn't you see?,Didn't you see?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,53.0,00:03:49.560,She said the same thing,She said the same thing,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,54.0,00:03:52.730,It’s people’s job to talk nonsense.,It's people's job to talk nonsense.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,55.0,00:03:56.580,The whole world knows that,The whole world knows that,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,56.0,00:03:58.050,"for the past 20 years, you invested all","for the past 20 years, you invested all",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,57.0,00:04:05.740,"If they still say these things, so...","If they still say these things, then...",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,58.0,00:04:09.320,let them.,let them.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,59.0,00:04:12.600,I had complete trust in you then,I had complete trust in you then,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,60.0,00:04:18.690,"Today, I have felt the","Today, I have felt the",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,61.0,00:04:23.110,Today I found out that success,Today I found out that success,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,62.0,00:04:28.830,"in status, in honor.","in status, in honor.",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,63.0,00:04:32.250,What did I achieve?,What did I achieve?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,64.0,00:04:38.670,I think of myself...,I think of myself...,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,65.0,00:04:41.290,as the luckiest woman in the world.,as the luckiest woman in the world.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,66.0,00:04:46.060,"Don’t talk like this, it disturbs me.","Don't talk like this, it disturbs me.",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,67.0,00:04:57.550,Drink water.,Drink water.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,68.0,00:05:10.000,So...,So...,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,69.0,00:05:12.180,"Don't even wait for tomorrow,","Don't even wait for tomorrow,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,70.0,00:05:19.080,You rest.,You rest.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,71.0,00:05:44.000,Bhai! You're back. Mom? Mom!,Brother!  You're back.  Mom?  Mom!,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,72.0,00:05:48.230,"Mom, see! Bhai is back. Phuppo!","Mom, see!  Bhai is back.  Phuppo!",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,73.0,00:05:50.940,"- Phuppo, Bhai is back!","- Phuppo, Bhai is back!",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,74.0,00:05:55.120,You're back?,You're back?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,75.0,00:05:57.200,Thank God!,Thank God!,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,76.0,00:05:58.860,You're back otherwise your mother and I,You're back otherwise your mother and I,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,77.0,00:06:03.980,- The house was empty without you.,- The house was empty without you.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,78.0,00:06:07.710,- There was no one here to bother me.,- There was no one here to bother me.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,79.0,00:06:13.030,I'm so glad you're back.,I'm so glad you're back.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,80.0,00:06:14.520,You did the right thing by coming back.,You did the right thing by coming back.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,81.0,00:06:41.250,It's okay.,It's okay.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,82.0,00:06:42.860,Everything's fine.,Everything's fine.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,83.0,00:06:44.750,It's good that you're back.,It's good that you're back.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,84.0,00:06:47.070,Rest now.,Rest now.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,85.0,00:07:21.260,They will be here in a little while.,They will be here in a little while.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,86.0,00:07:24.090,Get ready and come down.,Get ready and come down.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,87.0,00:07:27.000,"You will meet them properly,","You will meet them properly,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,88.0,00:07:29.490,"and in your conversation, you will not","and in your conversation, you will not show any",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,89.0,00:08:07.720,"When I first saw your son,","When I first saw your son,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,90.0,00:08:12.240,We also saw Rameen's photo and decided,We also saw Rameen's photo and decided,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,91.0,00:08:16.830,"If they meet and talk,","If they meet and talk,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,92.0,00:08:22.280,"Yes, I think it's very important.","Yes, I think it's very important.",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,93.0,00:08:26.120,"Before getting married,","Before getting married,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,94.0,00:08:27.670,the man and woman should spend time,the man and woman should spend time,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,95.0,00:08:32.500,I could hardly resist the urge to bring,I could hardly resist the urge to bring,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,96.0,00:08:37.300,"This engagement and the ring,","This engagement and the ring,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,97.0,00:08:39.950,but the important thing is this:,but the important thing is this:,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,98.0,00:08:45.060,Now this calls for a sweet treat!,Now this calls for a sweet treat!,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,99.0,00:08:48.030,"- Sure, why not!","- Sure, why not!",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,100.0,00:08:49.770,Yes.,Yes.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,101.0,00:08:50.740,- I don't see Rameen anywhere.,- I don't see Rameen anywhere.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,102.0,00:08:52.900,I’ll call her.,I'll call her.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,103.0,00:08:55.780,You should've brought your son along too.,You should have brought your son along too.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,104.0,00:08:58.840,Madam!,Madam!,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,105.0,00:09:01.020,- Something terrible has happened.,- Something terrible has happened.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,106.0,00:09:02.720,- Rameen...,- Rameen...,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,107.0,00:09:05.590,- Tell me!,- Tell me!,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,108.0,00:09:06.630,- Why aren't you saying anything?,- Why aren't you saying anything?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,109.0,00:09:08.070,Miss Rameen is unconscious in her room.,Miss Rameen is unconscious in her room.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,110.0,00:09:10.210,- Quickly  go and check on her!,- Quickly go and check on her!,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,111.0,00:09:16.840,Rameen!,Rameen!,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,112.0,00:09:18.030,- Rameen! Rameen?,- Rameen!  Rameen?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,113.0,00:09:22.850,Rameen!,Rameen!,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,114.0,00:09:25.040,- Ra-- Rameen!,- Ra-- Rameen!,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,115.0,00:09:27.360,- Rameen!,- Rameen!,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,116.0,00:09:31.980,Ra-- Rameen.,Ra-- Rameen.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,117.0,00:09:47.800,Yes?,Yes?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,118.0,00:09:53.960,I have some news about Umar Hassan,I have some news about Umar Hassan,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,119.0,00:10:02.460,What? What kind of news?,What?  What kind of news?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,120.0,00:10:04.270,Yes...,Yes...,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,121.0,00:10:06.430,"His daughter has attempted suicide,","His daughter has attempted suicide,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,122.0,00:10:12.430,- Really?,- Really?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,123.0,00:10:14.570,My informer said Umar Hassan was trying to,My informant said Umar Hassan was trying to,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,124.0,00:10:20.560,And all of this happened in reaction,And all of this happened in reaction,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,125.0,00:10:24.130,- How's her condition?,- How's her condition?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,126.0,00:10:27.020,Her condition is very critical.,Her condition is very critical.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,127.0,00:10:33.510,Where is the hospital?,Where is the hospital?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,128.0,00:10:49.070,Doctor.,Doctor.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,129.0,00:10:51.340,"Doctor, my child.","Doctor, my child.",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,130.0,00:10:52.890,- What... what has happened to her?,- What... what has happened to her?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,131.0,00:10:56.900,"and in such cases, we have to inform","and in such cases, we have to inform",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,132.0,00:11:03.220,But since your daughter’s condition is,But since your daughter's condition is,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,133.0,00:11:08.500,"Ger stomach is being washed,","Ger stomach is being washed,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,134.0,00:11:12.430,"If she regains consciousness by morning,","If she regains consciousness by morning,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,135.0,00:11:15.770,Otherwise?,Otherwise?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,136.0,00:11:18.100,"Look, we are doing everything we can,","Look, we are doing everything we can,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,137.0,00:11:20.660,"but mentally, you need to be prepared","but mentally, you need to be prepared",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,138.0,00:11:24.610,"No, Doctor...","No, Doctor...",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,139.0,00:11:26.940,"- That's it, that's it.","- That's it, that's it.",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,140.0,00:11:29.880,That's it.,That's it.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,141.0,00:11:31.000,Nothing will happen.,Nothing will happen.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,142.0,00:11:34.730,"Everything will be fine, God willing.","Everything will be fine, God willing.",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,143.0,00:11:37.790,"That's it, sweetheart, that's it.","That's it, sweetheart, that's it.",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,144.0,00:11:39.220,"Yes, tell me, what's the latest news","Yes, tell me, what's the latest news",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,145.0,00:11:41.740,"The doctors are washing her stomach now,","The doctors are washing her stomach now,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,146.0,00:11:46.600,"Okay, do one thing:","Okay, do one thing:",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,147.0,00:11:48.230,"leak this news to all the newspapers,","leak this news to all the newspapers,",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,148.0,00:11:54.930,It’s a difficult task,It's a difficult task,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,149.0,00:11:57.820,Because you know that Umar,Because you know that Umar,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,150.0,00:12:02.060,and he will try to suppress this,and he will try to suppress this,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,151.0,00:12:06.910,"If you say yes, I will try to","If you say yes, I will try to",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,152.0,00:12:14.210,Just do what I tell you.,Just do what I tell you.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,153.0,00:12:16.420,Don’t worry about who knows whom.,Don't worry about who knows whom.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,154.0,00:12:21.320,I want this news on the TV!,I want this news on TV!,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,155.0,00:12:23.290,"And once the news leaks, it's hard to stop.","And once the news leaks, it's hard to stop.",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,156.0,00:12:28.550,"- Okay, all right.","- Okay, all right.",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,157.0,00:12:45.540,This is all because of you.,This is all because of you.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,158.0,00:12:48.580,My daughter was forced into this,My daughter was forced into this,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,159.0,00:12:52.910,If anything happens to her...,If anything happens to her...,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,160.0,00:12:55.540,I will never forgive you.,I will never forgive you.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,161.0,00:13:02.000,"Get ahold of yourself, Mehru.","Get a hold of yourself, Mehru.",,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,162.0,00:13:04.710,I'm sorry.,I'm sorry.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,163.0,00:13:07.730,I never imagined that my daughter...,I never imagined that my daughter...,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,164.0,00:13:11.250,could go this far for that boy.,could go this far for that boy.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,165.0,00:13:15.980,Our Rameen was so full of life.,Our Rameen was so full of life.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,166.0,00:13:22.150,She loved her life.,She loved her life.,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,167.0,00:13:25.750,How could she end her life like this?,How could she end her life like this?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,168.0,00:13:28.830,How?,How?,,
Shehr E Malal,,,,,,,,,https://www.youtube.com/watch?v=mh_eCNq2gFg,169.0,00:13:33.820,How could she do this?,How could she do this?,,
