Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre
Baylgam,00:03:31.920,میری شادی؟,2,My wedding?,2,,
Baylgam,00:03:34.120,تو شادی کے وقت ہی خرید لیں، اتنی,8,"So just buy them at the time of wedding,",9,,
Baylgam,00:03:37.760,میں نے اور بھائی نے فیصلہ کیا ہے,8,I and brother have decided,5,,
Baylgam,00:03:40.160,کہ ہم جلد ہی تمہاری اور,6,that we will get you and,6,,
Baylgam,00:03:44.440,ماں، کیا آپ لوگوں کو کچھ,6,"Mom, don’t you guys have anything",6,,
Baylgam,00:03:47.520,میں جب بھی آپ سے اس بارے میں بات کرتا ہوں تو,12,"Whenever I talk to you about this,",7,,
Baylgam,00:03:51.080,اور میرے پاس بہت کام ہے،,6,"and I have lot of work,",6,,
Baylgam,00:03:53.560,لیکن ان سب میں سب سے اہم بات یہ ہے کہ آپ,12,but the most important of them all,7,,
Baylgam,00:03:57.400,اور علیزے کو سن لیں،,5,"and listen Alizey,",3,,
Baylgam,00:03:58.920,اگر آپ کو اپنی شادی کی شاپنگ میں کوئی دلچسپی نہیں ہے تو,13,if you have no interest in,6,,
Baylgam,00:04:01.480,صاف صاف بتا دیں، میں اکیلا جا کر,8,"then tell me clearly, I will go alone",8,,
Baylgam,00:04:04.080,ساری شاپنگ کروں گا,4,and do all the shopping,5,,
Baylgam,00:04:05.760,لیکن اس بار میں آپ کی بالکل نہیں سنوں گا،,10,"but this time I won't listen to you at all,",10,,
Baylgam,00:04:07.920,بس اتنا سمجھ لینا۔,4,just understand this.,3,,
Baylgam,00:04:40.720,رمشا؟,1,Ramsha?,1,,
Baylgam,00:04:42.800,میں آپ کو,3,I have been watching you being,6,,
Baylgam,00:04:47.240,ارے میں بہن شیزا کو کال کر رہی ہوں۔,9,"Hey, I am calling sister Shiza.",6,,
Baylgam,00:04:50.400,میں نے کچھ دن پہلے اس کی اسسٹنٹ کومل سے بات کی تھی,13,I spoke to her assistant Komal,6,,
Baylgam,00:04:52.720,لیکن وہ اب میرا فون نہیں اٹھا رہی،,8,"but she is not taking my call now,",8,,
Baylgam,00:04:55.240,میں اسے اتنے دنوں سے کال کر رہا ہوں،,9,"I have been calling her for so many days,",9,,
Baylgam,00:04:59.280,میں نے کومل کو,4,I even asked Komal to talk,6,,
Baylgam,00:05:02.560,لیکن اس نے ابھی تک کوئی جواب نہیں دیا، پتہ,10,"but she didn’t respond yet,",5,,
Baylgam,00:05:04.560,نہیں وہ کہاں مصروف ہیں۔,5,I don’t know where are they busy.,7,,
Baylgam,00:05:08.360,کیا آپ کو لگتا ہے کہ,6,Do you think that the people of,7,,
Baylgam,00:05:11.280,ہاں، 100٪۔,2,"Yes, 100%.",2,,
Baylgam,00:05:13.720,تم جانتے ہو کیا؟  جب میں,6,You know what? When I went to,7,,
Baylgam,00:05:16.720,اس نے مجھے بہت پیار اور عزت دی،,8,"she gave me so much love and respect,",8,,
Baylgam,00:05:20.240,اس نے میرے ساتھ ایسا سلوک کیا جیسے میں ایک سپر اسٹار ہوں۔,13,she treated me like I was a superstar.,8,,
Baylgam,00:05:23.720,میں جانتا ہوں کہ وہ ضرور میری مدد کرے گی۔,10,I know that she will definitely help me.,8,,
Baylgam,00:05:26.720,یہ عارضی تھا، اس,4,"That was temporary,",3,,
Baylgam,00:05:28.560,وقت اسے ریٹنگ کی ضرورت تھی،,6,"she needed ratings at that time,",6,,
Baylgam,00:05:30.520,اور اب آپ کی جگہ دوسرے لوگ ہوں گے،,9,and now there must be other people,7,,
Baylgam,00:05:33.400,یہ فیلڈ ایسی ہے،,4,"this is how this field is,",6,,
Baylgam,00:05:35.680,چار دن اچھے وقت اور,5,Four days of good times and,6,,
Baylgam,00:05:39.160,آپ ہمیشہ مایوسی کی بات کرتے ہیں,7,You always talk about disappointment,5,,
Baylgam,00:05:42.440,اور آپ مجھے مایوس کر دیتی ہیں،,7,"and you make me disappointed to,",6,,
Baylgam,00:05:45.360,کم از کم کسی وقت کچھ,6,at least some time say something,6,,
Baylgam,00:05:49.880,ویسے بھی,2,"anyway,",1,,
Baylgam,00:05:51.200,مجھے پورا یقین ہے کہ بہن شیزا,7,I am very sure that sister Shiza will,8,,
Baylgam,00:05:55.360,لیکن میں نہیں ہوں،,4,"But I am not,",4,,
Baylgam,00:05:57.200,میڈیا والے صرف اپنا مقصد جانتے ہیں,7,media people just know their own purpose,7,,
Baylgam,00:06:02.880,ویسے بھی,2,"Anyway,",1,,
Baylgam,00:06:04.040,ماں کہہ رہی ہے کہ اس نے آٹا گوندھ لیا ہے،,11,"mom is saying she has kneaded the dough,",8,,
Baylgam,00:06:09.920,ٹھیک ہے۔,2,Okay.,1,,
Baylgam,00:07:00.360,یہ کون ہے؟,3,Who is it?,3,,
Baylgam,00:07:04.600,میں دکان سے فیضان ہوں،,5,"It’s me Faizan from the shop,",6,,
Baylgam,00:07:07.120,سلام۔,1,Greetings.,1,,
Baylgam,00:07:08.280,بہن، سٹاک والی گاڑی آ گئی ہے،,7,"Sister, the vehicle with the stock is here,",8,,
Baylgam,00:07:10.080,ہمیں تیل کے ڈبے نکالنے ہیں،,6,"we need to take out the cartons of oil,",9,,
Baylgam,00:07:12.640,شانی بھائی دکان پر نہیں ہیں۔,6,brother Shani is not at the shop.,7,,
Baylgam,00:07:15.160,ٹھیک ہے میں اسے جلدی بھیج دوں گا،,8,"Okay I will send him,",5,,
Baylgam,00:07:19.920,فٹ فال کی ایک بہت ہے؟,6,There is a lot of footfall?,6,,
Baylgam,00:07:21.520,لیکن چچا اور شانی بتا رہے تھے,7,But uncle and Shani were telling,6,,
Baylgam,00:07:24.520,کہ دکان پر گاہک نہیں ہیں,6,that there are no customers,5,,
Baylgam,00:07:26.760,اس لیے دکان سے آمدن نہیں ہے,7,so there is no income from the shop,8,,
Baylgam,00:07:30.120,کیا؟  کیا انور بھائی یہ بتا رہے ہیں؟,8,What? Is that what brother Anwar tell you?,8,,
Baylgam,00:07:36.360,انور بھائی کو کچھ مت کہنا,6,"Don’t say anything to brother Anwar,",6,,
Baylgam,00:07:45.840,پریشان نہ ہوں، آپ کا نام نہیں لیا جائے گا،,10,"Don’t worry, your name won’t be taken,",7,,
Baylgam,00:07:47.680,آپ جا سکتے ہیں۔,4,you may go.,3,,
Baylgam,00:07:50.440,بہن جلدی سے بھائی انور کو بھیج دو،,8,"Sister just quickly send brother Anwar,",6,,
Baylgam,00:07:52.400,میں جہاز پر جا رہا ہوں,6,I am going to the ship there are,8,,
Baylgam,00:08:17.200,آپ کا ٹوٹل 3424 روپے ہے۔,6,Your total is Rs3424.,4,,
Baylgam,00:08:20.320,لگتا ہے اس بار آپ کو اپنی کمیٹی مل گئی ہے۔,11,Looks like you got your committee,6,,
Baylgam,00:08:26.160,آپ کا ٹوٹل 2700 روپے ہے،,6,"Your total is Rs 2700,",5,,
Baylgam,00:08:31.760,ٹھیک ہے۔  جی ہاں؟,4,okay. Yes?,2,,
Baylgam,00:08:34.520,لے آؤ۔,2,Bring it.,2,,
Baylgam,00:08:36.680,کیا آپ نے رسید نہیں بنائی؟  اوہ خدا,8,Didn’t you make the receipt? Oh God.,7,,
Baylgam,00:08:38.800,جا کر رسید لے آؤ۔,5,Go and get the receipt made.,6,,
Baylgam,00:08:49.680,ارے؟  رمشا، تم؟,3,"Hey? Ramsha, you?",3,,
Baylgam,00:08:52.640,میرے بچے، اگر تمہیں کچھ چاہیے تو,7,"My child, if you wanted something,",6,,
Baylgam,00:08:56.400,میں بھیج دیتا،,3,"I would have sent it, what was the need",9,,
Baylgam,00:09:01.760,میں یہاں یہ دیکھنے آیا ہوں,6,I am here to see,5,,
Baylgam,00:09:03.880,کہ میرے والد کے انتقال کے بعد ہمارے لوگ میرے ساتھ کتنے مخلص ہیں۔,14,that how sincere our people are with me,8,,
Baylgam,00:09:10.720,اس کا کیا مطلب ہے؟,5,What does that mean?,4,,
Baylgam,00:09:12.920,آپ نے فرمایا کہ دکان میں کوئی ذخیرہ نہیں ہے,10,You said that there is no stock in the shop,10,,
Baylgam,00:09:16.640,لیکن دکان کو دیکھ کر ایسا نہیں لگتا۔,8,But looking at the shop it doesn’t seem so.,9,,
Baylgam,00:09:22.720,کیا دیکھ رہے ہو؟,4,What are you looking at?,5,,
Baylgam,00:09:25.720,چلو اپنا کام کرو۔  چلے جاؤ،,6,"Come on do your work. Go away,",7,,
Baylgam,00:09:31.000,اور تمہیں بھی جانا ہے،,5,"and you must go too,",5,,
Baylgam,00:09:34.480,آپ کی بیوہ بہنوئی کو,5,Your widowed sister in law has,6,,
Baylgam,00:09:38.360,اور آپ,2,and that is how you choose to hurt,8,,
Baylgam,00:09:43.120,رمشا، فضول باتیں کرنے کی ضرورت نہیں ہے،,8,"Ramsha, there is no need to talk rubbish,",8,,
Baylgam,00:09:48.360,چلی جاؤ اور [ __ ] مت کرو۔,8,go away and don’t talk nonsense.,6,,
Baylgam,00:09:51.080,ہمیں کام کرنے دو، چلو۔,5,"Let us work, go.",4,,
Baylgam,00:09:52.880,سمجھ نہیں آرہا کہ بابا کیا کہہ رہے ہیں؟,9,Don’t you understand what dad is saying?,7,,
Baylgam,00:09:55.240,چلے جاؤ۔,2,Go away.,2,,
Baylgam,00:09:56.520,مجھے دکان کے اکاؤنٹس کی ضرورت ہے۔,7,I need the accounts of the shop.,7,,
Baylgam,00:10:03.960,کیا؟  کیا,2,What?,1,,
Baylgam,00:10:11.120,آپ کو اکاؤنٹس کی ضرورت ہے؟  آپ؟,7,You need the accounts? You?,5,,
Baylgam,00:10:14.960,جی ہاں,2,Yes.,1,,
Baylgam,00:10:21.200,ایک کام کرو، آؤ،,4,"Do one thing, come,",4,,
Baylgam,00:10:23.920,ادھر آؤ، یہاں آؤ بیٹھو,5,"come here, come sit here",5,,
Baylgam,00:10:28.000,وقت نے چاہا تو وہ بھی کروں گا،,8,"If the time requires, I will do that too,",9,,
Baylgam,00:10:49.840,اور ویسے،,2,"And by the way,",4,,
Baylgam,00:10:52.320,ایک باپ کا کاروبار,4,a father’s business is taken care,6,,
Baylgam,00:10:55.240,رمشا،,1,"Ramsha, there is no need",5,,
Baylgam,00:10:58.720,میں تمہیں گھر جانے کا کہہ رہی ہوں۔,8,I am asking you to go home.,7,,
Baylgam,00:11:00.120,کیوں؟,1,Why?,1,,
Baylgam,00:11:01.360,آپ لوگوں کا مذاق اڑانا واقعی پسند کرتے ہیں۔,9,You really like watching,4,,
Baylgam,00:11:11.200,آپ سب کے طنز سے بہت لطف اندوز ہوتے ہیں,10,You enjoy everyone’s mockery a lot,6,,
Baylgam,00:11:13.880,اور اب جب آپ کا وقت آیا تو,8,and now when it’s your time,6,,
Baylgam,00:11:20.440,رمشا,1,"Ramsha,",1,,
Baylgam,00:11:24.240,میرے صبر کا امتحان مت لو۔,6,don’t test my patience.,4,,
Baylgam,00:11:31.080,جاؤ،,1,"Go,",1,,
Baylgam,00:11:32.640,جاؤ یہاں سے۔,3,go away from here.,4,,
Baylgam,00:11:35.600,میں جا رہا ہوں لیکن بات یہیں ختم نہیں ہوتی۔  ہر,11,I am going but this doesn’t end here.,8,,
Baylgam,00:11:45.880,چیز، ایک ایک پائی کا احتساب کروں گا۔,8,"I will take accountability of everything,",6,,
Baylgam,00:12:35.840,بھابی،,1,"Sister in law,",3,,
Baylgam,00:12:39.080,اب آپ کی عدت بھی ختم ہو گئی,8,now your waiting period has ended too,7,,
Baylgam,00:12:42.960,لیکن آپ نے جواب نہیں دیا؟,6,but you didn’t respond?,4,,
Baylgam,00:12:49.360,انور مجھ سے روزانہ پوچھتا ہے کہ,7,Anwar asks me daily that,5,,
Baylgam,00:12:52.160,بھابی اس بارے میں کیا سوچتی ہیں؟,7,what did sister in law think about it?,8,,
Baylgam,00:12:56.480,سلمیٰ،,1,"Salma,",1,,
Baylgam,00:12:59.160,سچ کہوں,2,to be honest,3,,
Baylgam,00:13:01.320,میں فیصلہ کرنے سے قاصر ہوں،,6,"I am unable to make a decision,",7,,
Baylgam,00:13:08.440,تم جانتی ہو کہ,4,you know that,3,,
Baylgam,00:13:12.160,شانی نے میری بیٹی کے ساتھ جو بھی کیا،,9,"whatever Shani did to my daughter,",6,,
Baylgam,00:13:24.720,اس کے بعد میرا دل مطمئن نہیں ہے۔,8,after that my heart is not satisfied.,7,,
Baylgam,00:13:31.560,بھابی،,1,"Sister in law,",3,,
Baylgam,00:13:34.280,شانی کو جھنجھوڑ دیا گیا,5,Shani got sheered away,4,,
Baylgam,00:13:36.560,اور پھر اس نے تم سے اور مجھ سے معافی بھی مانگ لی۔,13,and then he even apologized to you,7,,
Baylgam,00:13:48.320,ٹھیک ہے اسے بھول جاؤ، اس نے غلطی کی،,9,"Okay forget it, he made a mistake,",7,,
Baylgam,00:13:55.560,دیکھو وہ بچہ ہے، وہ,5,"look he is a kid, he grew up",8,,
Baylgam,00:14:00.040,تم بتاؤ، کیا,3,"you tell me,",3,,
Baylgam,00:14:01.720,تم نے اس کے بارے میں کبھی کچھ سنا ہے,10,have you heard of anything ever,6,,
Baylgam,00:14:03.720,جب وہ بچپن سے,4,"about him since he was a child till,",8,,
Baylgam,00:14:10.400,اس نے بالکل ہی سہارا لیا,6,He just got sheered away,5,,
Baylgam,00:14:14.320,ہماری رمشا کی طرح غلطی کی۔,6,like our Ramsha did.,4,,
Baylgam,00:14:23.400,اسے چھوڑ دو،,3,"Leave it,",2,,
Baylgam,00:14:24.880,اسے معاف کر دو اور اسے جانے دو,8,forgive him and let it go,6,,
Baylgam,00:14:27.320,اور تم صرف اس کے بارے میں سوچو اور,9,and you just think about it and,7,,
Baylgam,00:15:07.000,میں یہاں یہ دیکھنے آیا ہوں,6,I am here to see,5,,
Baylgam,00:15:09.200,کہ میرے والد کے انتقال کے بعد ہمارے لوگ میرے ساتھ کتنے مخلص ہیں۔,14,that how sincere our people are with me,8,,
Baylgam,00:15:14.640,آپ نے فرمایا کہ دکان میں کوئی ذخیرہ نہیں ہے,10,You said that there is no stock in the shop,10,,
Baylgam,00:15:18.520,لیکن دکان کو دیکھ کر,5,But looking at the shop it,6,,
Baylgam,00:15:23.240,آپ کی بیوہ بہنوئی کو,5,Your widowed sister in law has,6,,
Baylgam,00:15:27.200,اور آپ,2,and that is how you choose to hurt,8,,
Baylgam,00:15:32.240,اور ویسے،,2,"And by the way,",4,,
Baylgam,00:15:34.680,ایک باپ کا کاروبار,4,a father’s business is taken care,6,,
Baylgam,00:15:38.760,رمشا،,1,"Ramsha, there is no need",5,,
Baylgam,00:15:42.000,میں تمہیں گھر جانے کا کہہ رہی ہوں۔,8,I am asking you to go home.,7,,
Baylgam,00:15:43.960,آپ سب کے طنز سے بہت لطف اندوز ہوتے ہیں,10,You enjoy everyone’s mockery a lot,6,,
Baylgam,00:15:46.960,اور اب جب آپ کا وقت آیا تو,8,and now when it’s your time,6,,
Baylgam,00:15:51.440,میرے صبر کا امتحان مت لو.,6,don’t test my patience.,4,,
Baylgam,00:15:54.920,جاؤ، جاؤ یہاں سے۔,4,"Go, go away from here.",5,,
Baylgam,00:15:59.520,میں جا رہا ہوں,4,I am going,3,,
Baylgam,00:16:00.720,لیکن بات یہیں ختم نہیں ہوتی۔  ہر,7,but this doesn’t end here.,5,,
Baylgam,00:16:09.880,چیز، ایک ایک پائی کا احتساب کروں گا۔,8,"I will take accountability of everything,",6,,
Baylgam,00:16:27.520,شانی؟,1,Shani?,1,,
Baylgam,00:16:28.920,شانی؟,1,Shani?,1,,
Baylgam,00:16:34.600,رمشا؟,1,Ramsha?,1,,
Baylgam,00:16:36.040,رمشا؟,1,Ramsha?,1,,
Baylgam,00:16:37.120,رمشا؟,1,Ramsha?,1,,
Baylgam,00:16:38.160,کیا ہوا؟  آہستہ بولو،,4,"What happened? Talk slowly,",4,,
Baylgam,00:16:41.560,تمہیں کیا لگتا ہے کہ تم,6,What do you think you will make,7,,
Baylgam,00:16:43.760,ہمیں ذلیل کرو گے اور ہم چپ رہیں گے؟,9,humiliate us and we will stay quiet?,7,,
Baylgam,00:16:45.080,میں نے ابھی تک آپ کی تذلیل نہیں کی،,9,"I haven’t humiliated you yet,",5,,
Baylgam,00:16:46.720,میں وہاں سے خاموشی سے واپس آیا ہوں،,8,"I came back quietly from there,",6,,
Baylgam,00:16:49.880,ورنہ میں آپ کو بتا دیتا۔,6,else I would have told you.,6,,
Baylgam,00:16:51.400,ورنہ آپ کیا کریں گے؟,5,Else what would you do?,5,,
Baylgam,00:16:53.320,دھیرے سے بات کرو شانی,5,"Talk slowly Shani,",3,,
Baylgam,00:16:55.120,تم سے غلطی ہو گئی اور,6,you have made a mistake and,6,,
Baylgam,00:16:58.280,یہ آپ جیسے لوگ ہیں جو,6,it is people like you who pressurize,7,,
Baylgam,00:17:01.880,رحم,1,Pathetic.,1,,
Baylgam,00:17:03.320,آج میری بات غور سے سنو،,6,"Listen to me carefully today,",5,,
Baylgam,00:17:05.360,اگر میں نے پھر کبھی تمہیں دکان پر دیکھا تو,10,"if I ever saw you at the shop ever again,",10,,
Baylgam,00:17:07.800,تمہاری ٹانگیں توڑ دوں گا۔,5,I will break your legs.,5,,
Baylgam,00:17:09.280,اگر تم نے مجھے چھونے کی کوشش بھی کی تو میں تمہارے ہاتھ توڑ دوں گا،,16,I Will break your hands if you,7,,
Baylgam,00:17:12.160,میری ٹانگیں توڑنے دو۔,4,let alone breaking my legs.,5,,
Baylgam,00:17:13.400,آپ کیا کریں گے؟,4,What will you do?,4,,
Baylgam,00:17:14.920,آپ نے محلے میں ہماری عزت نہیں چھوڑی،,8,You didn’t leave our honor,5,,
Baylgam,00:17:17.480,کم از کم ہمیں عزت سے کام کرنے دیں۔,9,at least let us work with honor.,7,,
Baylgam,00:17:18.960,ارے ارے کیا ہوا؟  رمشا,5,"Hey, hey what happened? Ramsha,",5,,
Baylgam,00:17:22.040,تم اپنے کمرے میں جاؤ، جاؤ،,6,"you go to your room, go,",6,,
Baylgam,00:17:24.680,شانی، دیکھو میرے بچے،,4,"Shani, look my child,",4,,
Baylgam,00:17:27.200,مسئلہ ہے تو,3,if there is a problem,5,,
Baylgam,00:17:29.160,خالہ آپ سے کیا بات کروں,6,"Aunt, what should I talk to you about",8,,
Baylgam,00:17:32.080,اگر آپ اسے کنٹرول کرتیں تو,6,if you would have controlled her,6,,
Baylgam,00:17:34.280,بہت ہو گیا شانی!,4,Enough Shani!,2,,
Baylgam,00:17:36.960,بتاؤ یہ کیا ہے؟  بتاؤ,5,Tell me what is it? tell me?,7,,
Baylgam,00:17:39.040,ماں، اس سے پوچھو,4,"Mom, ask her the one",5,,
Baylgam,00:17:41.320,وہ مجھے ذلیل کر کے دکان پر گئی،,8,"She went to the shop humiliated me,",7,,
Baylgam,00:17:45.320,وہ ہم سے دکان کا حساب مانگ رہی تھی۔,9,she was asking us for the accountability,7,,
Baylgam,00:17:46.480,تو پھر میں کیوں مانگوں؟,5,So then why should I ask for it?,8,,
Baylgam,00:17:48.040,مجھے یہ بھی نہیں مانگنا چاہیے کہ میرا حق کیا ہے؟,11,I shouldn’t even ask for what is my right?,9,,
Baylgam,00:17:50.840,میں تم سے ایک ایک پائی کا حساب لوں گا۔,10,I will take the accountability of,6,,
Baylgam,00:17:53.240,تمھارا باپ مر گیا ہے،,5,"Your father is dead,",4,,
Baylgam,00:17:57.840,لیکن میں زندہ ہوں،,4,"But I am alive,",4,,
Baylgam,00:17:59.560,اور جب تک زندہ ہوں میں,6,and until I am alive I will take accountability,9,,
Baylgam,00:18:02.320,دکان پر میرا حق ہے۔,5,I have all the right on the shop.,8,,
Baylgam,00:18:04.520,اپنا کوڑا بند کرو، کیا تم سمجھتے ہو؟,8,"Shut your rubbish, do you understand?",6,,
Baylgam,00:18:06.160,میں آپ کے چیخنے سے نہیں ڈروں گا،,8,"I won’t get scared of you shouting,",7,,
Baylgam,00:18:08.920,بھابی اسے یہاں سے لے چلو۔,6,"Sister in law, take her from here.",7,,
Baylgam,00:18:11.280,اور شانی تم بھی جاؤ، اندر جاؤ۔,7,"And Shani, you also, go, go inside.",7,,
Baylgam,00:18:12.960,ماں، اگر وہ ایک لفظ زیادہ کہتی ہے، تو,9,"Mom, if she says a word more,",7,,
Baylgam,00:18:15.600,میں,1,I don’t even expect anything good,6,,
Baylgam,00:18:18.840,شانی؟,1,Shani?,1,,
Baylgam,00:20:17.040,بہت اچھا، بہت اچھا،,4,"Very good, very very good,",5,,
Baylgam,00:20:19.640,اصل میں میں جو کہتا ہوں وہ یہ ہے کہ صرف ایک تھپڑ نہیں،,14,"in fact, what I say is that not just one slap,",11,,
Baylgam,00:20:22.800,خاموش۔,1,Quiet.,1,,
Baylgam,00:20:24.760,اب میں,2,Now I don’t even want to hear,7,,
Baylgam,00:20:31.000,کیا یہاں کوئی کم تباہی ہوئی تھی,7,Had there been any less havoc in here,8,,
Baylgam,00:20:33.320,کہ آپ طوفان سے زیادہ چاہتے ہیں؟,7,that you want more of the storm?,7,,
Baylgam,00:20:39.600,اور تمہیں,2,And what was the need for you,7,,
Baylgam,00:20:42.320,اگر آپ دکان پر نہ جاتے تو,7,"If you hadn’t gone to the shop,",7,,
Baylgam,00:20:45.520,ماں، وہ دونوں,3,"Mom, both of them has been lying",7,,
Baylgam,00:20:48.120,اور آپ مجھے کہہ رہی ہیں کہ,7,and you are telling me,5,,
Baylgam,00:20:50.760,تو آپ کو کیا ملا؟,5,So what did you get?,5,,
Baylgam,00:20:52.000,دکان پر جا کر کیا ملا؟,6,What did you get by going to the shop?,9,,
Baylgam,00:20:54.360,سچائی۔,1,Truth.,1,,
Baylgam,00:20:55.760,حقیقت کھل کر سامنے آگئی۔,5,The truth has unfolded.,4,,
Baylgam,00:21:01.160,اگر میں وہاں نہ جاتا تو,6,"If I hadn’t gone there,",5,,
Baylgam,00:21:03.160,مجھے اور آپ کو یہ بات کبھی نہ ملتی۔,9,I and you would have never found this out.,9,,
Baylgam,00:21:09.840,ماں، ہم یہاں بہت پریشان ہیں،,6,"Mom, we are so worried here,",6,,
Baylgam,00:21:13.640,اور فیس کو بھول جاؤ،,5,"and forget about the fee,",5,,
Baylgam,00:21:16.360,ہمارے پاس تمہاری دوائی کے پیسے بھی نہیں ہیں۔,9,we don’t even have the money,6,,
Baylgam,00:21:22.480,کیا آپ جانتے ہیں کہ چچا کو,7,Do you know that uncle is getting,7,,
Baylgam,00:21:28.120,لیکن ان کے پاس ہمیں دینے کے لیے کچھ نہیں ہے۔,11,but he doesn’t have anything,5,,
Baylgam,00:21:31.640,یہ میرے والد کی دکان ہے،,6,"It is my father’s shop,",5,,
Baylgam,00:21:36.120,اور چچا نے اس پر قبضہ کر لیا ہے۔,9,and uncle has captured it.,5,,
Baylgam,00:21:39.320,رمشا، اس نے نہیں پکڑا۔,5,"Ramsha, he didn’t capture it.",5,,
Baylgam,00:21:41.560,ماں اسے کہتے ہیں قبضہ کرنا، جو,7,"Mom this is called capturing,",5,,
Baylgam,00:21:44.000,کمائی ہو رہی ہے وہ,5,all the income that is being made is,8,,
Baylgam,00:21:46.600,ہمیں کچھ نہیں مل رہا،,5,"We are not getting anything,",5,,
Baylgam,00:21:48.720,اپنی ضرورت پوری کرنے کے لیے پیسے بھی نہیں،,9,"not even the money to fulfill our needs,",8,,
Baylgam,00:21:52.520,حد ہے ماں،,3,"it is the limit mom,",5,,
Baylgam,00:21:53.600,تم ایسا کر رہی ہو جیسے,6,you are acting like you know nothing,7,,
Baylgam,00:22:16.800,جو بھی ہے,3,"Whatever it is,",3,,
Baylgam,00:22:19.160,انور آپ کو,3,Anwar you shouldn’t have raised your,6,,
Baylgam,00:22:22.560,بھی سب کے سامنے۔,4,that too in front of everyone.,6,,
Baylgam,00:22:24.360,تو مجھے اور کیا کرنا چاہیے تھا؟,7,So what else should have I done?,7,,
Baylgam,00:22:26.640,مجھے کیا کرنا چاہیے تھا؟,5,What should have I done?,5,,
Baylgam,00:22:30.960,کیا تم نے دیکھا نہیں,5,Didn’t you see,3,,
Baylgam,00:22:33.240,شانی,1,how Shani was misbehaving,4,,
Baylgam,00:22:51.440,میں نے سوچا کہ گھر آ کر,7,I thought that I will come home,7,,
Baylgam,00:22:53.920,بھابھی سے اپنے طریقے سے بات کروں گا,8,and talk to sister in law in my own way,10,,
Baylgam,00:22:57.640,لیکن اس نے سارا معاملہ ہی بگاڑ دیا۔,8,but the he ruined the whole matter.,7,,
Baylgam,00:23:01.920,وہ ایک جذباتی وجود ہے،,5,"He is one hell of an emotional being,",8,,
Baylgam,00:23:03.800,تمہارے بیٹے کا دماغ ہی نہیں ہے۔,7,your son has no brain at all.,7,,
Baylgam,00:23:13.240,آپ لوگوں کا کیا خیال ہے؟,6,What do you guys think?,5,,
Baylgam,00:23:15.040,کیا بھائی کی موت کے بعد اکیلے دکان سنبھالنا آسان ہے,11,Is it easy to handle the shop alone,8,,
Baylgam,00:23:21.320,اگر میں بھابھی سے,4,If I would have talked to sister in law my,10,,
Baylgam,00:23:31.880,یہ ایک عجیب معاملہ ہے،,5,"It is a strange matter,",5,,
Baylgam,00:23:33.600,میں سخت محنت کرتا ہوں اور پھر میں برا آدمی بن جاتا ہوں۔,13,I work hard and then I ma the bad guy.,10,,
Baylgam,00:23:36.400,گزر جانے دو، گزرنے دو،,5,"Let bygones, be bygones,",4,,
Baylgam,00:23:39.040,اب کیوں پریشان ہو رہے ہو؟,6,why are you worrying now?,5,,
Baylgam,00:23:41.760,نہیں، نہیں، نہیں، نہیں،,4,"No, no, no, no,",4,,
Baylgam,00:23:45.240,مجھے کوئی فکر نہیں، میں,5,"I am not worried,",4,,
Baylgam,00:23:52.000,جو چاہوں گا ہو جائے گا،,6,"whatever I want will happen,",5,,
Baylgam,00:24:01.400,میں جانتا ہوں کہ کھیل کو اپنے حق میں کیسے موڑنا ہے،,12,"I know how to turn the game in my favor,",10,,
Baylgam,00:24:07.640,میں ایک پرانا کھلاڑی ہوں،,5,"I am an old player,",5,,
Baylgam,00:24:10.760,کس کھلاڑی کو کہاں اور کب منتقل کرنا ہے،,9,"what player to move where and when,",7,,
Baylgam,00:24:16.280,یہ مجھ سے بہتر کوئی نہیں جانتا،,7,"no one knows that better than me,",7,,
Baylgam,00:24:20.880,بھابی اور اس کی بیٹی کے ساتھ جہنم میں۔,9,to hell with sister in law and her daughter.,9,,
Baylgam,00:24:28.440,مجھے اپنے بڑے بیٹے پر ہاتھ اٹھانا پڑا،,8,"I had to raise my hand on my grownup son,",10,,
Baylgam,00:24:33.160,میں اس سے پوچھنا چاہتا تھا کہ کیا برا ہوا؟,10,I wanted to ask him if it hurt bad?,9,,
Baylgam,00:24:40.480,جو ہوا وہ غلط تھا۔,5,What happened was wrong.,4,,
Baylgam,00:24:43.720,میں بے بس تھا،,4,"I was helpless,",3,,
Baylgam,00:24:46.440,مجھے یہ کرنا پڑا۔,4,I had to do it.,5,,
Baylgam,00:25:07.320,میری بات سنو شانی,4,"Listen to me, Shani,",4,,
Baylgam,00:25:10.320,تم بھابی سے معافی مانگو گی۔,6,you will apologize to sister in law.,7,,
Baylgam,00:25:15.000,میں معافی نہیں مانگوں گا۔,5,I won’t apologize.,3,,
Baylgam,00:25:16.640,تم سمجھنے کی کوشش کیوں نہیں کرتے،,7,"why don’t you try to understand,",6,,
Baylgam,00:25:22.440,شانی کو یاد کرو،,4,"remember Shani,",2,,
Baylgam,00:25:24.760,اگر تم معافی نہیں مانگتے…,5,if you don’t apologize …,5,,
Baylgam,00:25:27.800,تم مجھے مارو گے؟,4,You will hit me?,4,,
Baylgam,00:25:29.360,مجھے مارو لیکن میں معافی نہیں مانگوں گا۔,8,Hit me but I won’t apologize.,6,,
Baylgam,00:25:35.120,یاد رکھنا,2,Do remember,2,,
