Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre
Jaan Se Pyara Juni,00:13:18.160,تو آپ ایک کام کیوں نہیں کرتے…,7,So why don’t you do one thing…,7,,
Jaan Se Pyara Juni,00:13:22.040,جا کر انہیں مبارکباد دیں۔,5,go congratulate them.,3,,
Jaan Se Pyara Juni,00:13:23.960,ہاں؟,1,Yea?,1,,
Jaan Se Pyara Juni,00:13:24.760,اور جب تم وہاں ہو تو,6,And while you’re there go take a round,8,,
Jaan Se Pyara Juni,00:13:28.200,اور سنو,2,"And listen,",2,,
Jaan Se Pyara Juni,00:13:30.040,اب تمہیں مینا کو برداشت کرنا سیکھنا ہو گا۔,9,you need to now learn to tolerate Mina.,8,,
Jaan Se Pyara Juni,00:13:32.920,حسن آرا کی شادی میں شاید ہی کوئی دن رہ گئے ہوں۔,12,There are hardly any days left to Husn Ara’s wedding.,10,,
Jaan Se Pyara Juni,00:13:35.640,میں ابھی شادی پر جاؤں گا اور انہیں مبارکباد دوں گا۔,11,I’ll just go to the wedding now and congratulate them.,10,,
Jaan Se Pyara Juni,00:13:39.000,البتہ ایک بات ہے،,4,"There is the one thing though,",6,,
Jaan Se Pyara Juni,00:13:41.280,میرے بھائی جنید کو وہ حسن آرا بہت پسند آئی۔,10,my brother Junaid really liked that Husn Ara.,8,,
Jaan Se Pyara Juni,00:13:45.280,میں وہ ہوں جس نے غیر ضروری مداخلت کی۔,9,I’m the one that unnecessarily interfered.,6,,
Jaan Se Pyara Juni,00:13:47.440,جب میں اب اس کے بارے میں سوچتا ہوں تو مجھے لگتا ہے کہ حسن آرا اس [ __ ] مینا سے کہیں بہتر تھی۔,25,"When I think about it now, I think Husn Ara was way better than this wretched Mina.",17,,
Jaan Se Pyara Juni,00:13:51.560,آپ کو سچ بتاؤں,4,To tell you the truth,5,,
Jaan Se Pyara Juni,00:13:53.120,کہ حسن آرا کو,4,that Husn Ara found a boy that’s,7,,
Jaan Se Pyara Juni,00:14:07.160,کیسی ہو؟,2,How are you?,3,,
Jaan Se Pyara Juni,00:14:08.960,میں اللہ کے فضل سے ٹھیک ہوں۔,7,I’m fine by the grace of God.,7,,
Jaan Se Pyara Juni,00:14:11.000,آپ کو بہت بہت مبارک ہو۔,6,Very many congratulations to you.,5,,
Jaan Se Pyara Juni,00:14:12.520,آپ کا بہت بہت شکریہ، آپ کا بہت بہت شکریہ۔,10,"Thank you so much, thank you so much.",8,,
Jaan Se Pyara Juni,00:14:14.400,لبنیٰ کو کیوں نہیں لائے؟,5,Why didn’t you bring Lubna?,5,,
Jaan Se Pyara Juni,00:14:15.720,وہ آجائے گی۔اس نے کہا کہ وہ آئے گی۔,9,She will come.She said that she would come.,8,,
Jaan Se Pyara Juni,00:14:17.320,ٹھیک ہے۔  سلام,3,Okay.,1,,
Jaan Se Pyara Juni,00:14:18.240,!  سلام!,2,Greeting’s! Greeting’s!,2,,
Jaan Se Pyara Juni,00:14:19.680,اندر جاؤ اور بیٹھو، اندر جاؤ.,6,"Go on in and sit, go inside.",7,,
Jaan Se Pyara Juni,00:14:22.920,الحمد للہ سب کچھ بہت اچھا لگ رہا ہے۔,9,God be praised everything is looking very nice.,8,,
Jaan Se Pyara Juni,00:14:24.480,بہت خوشیاں ہیں۔,3,There’s lots of cheeriness.,4,,
Jaan Se Pyara Juni,00:14:25.680,ہاں… پلیز اندر آئیں اور بیٹھیں۔,6,Yes… please come in and sit.,6,,
Jaan Se Pyara Juni,00:14:27.640,سلام آنٹی۔,2,Greetings aunty.,2,,
Jaan Se Pyara Juni,00:14:29.520,سلام مینا!,2,Greetings Mina!,2,,
Jaan Se Pyara Juni,00:14:32.680,آپ کے آنے سے مجھے بہت خوشی ہوئی۔,8,I’m so glad you came.,5,,
Jaan Se Pyara Juni,00:14:35.640,آپ کو یہاں دیکھ کر مجھے بہت خوشی محسوس ہوتی ہے۔,11,I feel so happy seeing you here.,7,,
Jaan Se Pyara Juni,00:14:38.160,الحمد للہ، اللہ کا شکر ہے تم بہت خوبصورت لگ رہی ہو۔,12,"Praise be to God, Praise be to God you look so pretty.",12,,
Jaan Se Pyara Juni,00:14:41.600,کیسی ہو؟,2,How are you?,3,,
Jaan Se Pyara Juni,00:14:42.280,میں بہت اچھی ہوں آپ کا شکریہ....آپ کی جگہ خوبصورت لگ رہی ہے۔,13,I’m very well thank you….Your place is looking lovely.,9,,
Jaan Se Pyara Juni,00:15:10.360,خدا کی حمد ہو!,4,God be praised!,3,,
Jaan Se Pyara Juni,00:15:11.720,کیا ایسی خوشی ہے نا؟,5,There’s such merriment isn’t there?,5,,
Jaan Se Pyara Juni,00:15:13.200,ایسا شور؟,2,Such noise?,2,,
Jaan Se Pyara Juni,00:15:14.520,اپارٹمنٹ کی عمارت سے تقریباً ہر کوئی یہاں ہے۔,9,Almost everyone from the apartment building is here.,8,,
Jaan Se Pyara Juni,00:15:17.040,آؤ میں آپ کو سب سے ملواؤں۔,7,Come let me introduce you to everyone.,7,,
Jaan Se Pyara Juni,00:15:18.560,آؤ,1,Come.,1,,
Jaan Se Pyara Juni,00:15:20.480,آؤ… اس طرف۔,3,Come… this way.,3,,
Jaan Se Pyara Juni,00:15:21.600,میرے پیارے براہ کرم ہمیں گزرنے کے لئے جگہ دیں۔,10,My dear please give us room to pass.,8,,
Jaan Se Pyara Juni,00:15:22.600,ہمیں گزرنے کی اجازت دیں۔,5,Allow us to pass.,4,,
Jaan Se Pyara Juni,00:15:23.280,آؤ میرے عزیز۔,3,Come my dear.,3,,
Jaan Se Pyara Juni,00:15:26.360,بیٹھو۔,1,Have a seat.,3,,
Jaan Se Pyara Juni,00:15:28.600,ایک منٹ، ایک منٹ، ایک منٹ… سب ایک منٹ کے لیے بالکل ٹھیک رہیں۔… ایک منٹ، ایک منٹ۔,18,"One minute, one minute, one minute… everyone be quite for a minute.…One minute, one minute.",15,,
Jaan Se Pyara Juni,00:15:32.360,مبارک ہو حسن آرا۔,4,Congratulations Husn Ara.,3,,
Jaan Se Pyara Juni,00:15:34.720,ہمم,1,Hmm.,1,,
Jaan Se Pyara Juni,00:15:36.280,مینا,1,Mina,1,,
Jaan Se Pyara Juni,00:15:37.720,یہ فاخرہ ہے۔,3,This is Fakhra.,3,,
Jaan Se Pyara Juni,00:15:39.320,وہ حسن آرا کے دفتر میں کام کرتی ہے۔,9,She works in Husn Ara’s office.,6,,
Jaan Se Pyara Juni,00:15:41.760,وہ حسن آرا کی بہترین دوست ہے!,7,She’s Husn Ara’s best friend!,5,,
Jaan Se Pyara Juni,00:15:44.200,آپ سے مل کر خوشی ہوئی۔,6,Nice to meet you.,4,,
Jaan Se Pyara Juni,00:15:45.440,اسی طرح,2,Likewise.,1,,
Jaan Se Pyara Juni,00:15:46.920,میں نے آپ کے بارے میں بہت کچھ سنا ہے۔,10,I’d heard a lot about you.,6,,
Jaan Se Pyara Juni,00:15:48.840,لیکن میں نے آخرکار آج آپ کو بھی دیکھا۔,9,But I finally saw you as well today.,8,,
Jaan Se Pyara Juni,00:15:51.040,تم بہت خوبصورت ہو۔,4,You’re very pretty.,3,,
Jaan Se Pyara Juni,00:15:53.560,نظر ہی سب کچھ نہیں ہے۔,6,Looks aren’t everything.,3,,
Jaan Se Pyara Juni,00:15:55.920,تقدیر ہی اہمیت رکھتی ہے۔,5,Destiny is what matters.,4,,
Jaan Se Pyara Juni,00:15:59.000,سب سے اچھی نظر آنے والی لڑکیاں مایوسی میں رہ جاتی ہیں…,12,The nicest looking girls are left in despair…,8,,
Jaan Se Pyara Juni,00:16:01.800,جبکہ خوش قسمت لڑکیاں دنیا پر حکمرانی کرتی ہیں۔,9,while the lucky ones end up ruling the world.,9,,
Jaan Se Pyara Juni,00:16:04.160,یہ سچ ہے۔,3,That’s true.,2,,
Jaan Se Pyara Juni,00:16:05.320,مینا بالکل ٹھیک کہہ رہی ہے۔,6,Mina is absolutely right.,4,,
Jaan Se Pyara Juni,00:16:08.840,وہ بہت درست ہے۔,4,She’s so right.,3,,
Jaan Se Pyara Juni,00:16:11.160,میری مینا بھی ایک خوش قسمت لڑکی ہے… خدا کی قسم,11,My Mina is also a lucky girl… God be praised,10,,
Jaan Se Pyara Juni,00:16:14.680,میرا بیٹا جنید لاکھوں میں ایک ہے۔,7,My son Junaid is one in a million.,8,,
Jaan Se Pyara Juni,00:16:21.320,اوہ، ارے مینا…,3,"Oh, hey Mina…",3,,
Jaan Se Pyara Juni,00:16:22.600,آؤ میں تمہیں حسن آرا کی شادی کا لباس دکھاتا ہوں۔,11,Come let me show you Husn Ara’s wedding outfit.,9,,
Jaan Se Pyara Juni,00:16:25.360,ساتھ چلو۔,2,Come along.,2,,
Jaan Se Pyara Juni,00:16:26.080,جس نے بھی اسے دیکھا ہے اس نے اسے پسند کیا ہے….یہ ابھی پہنچا ہے!,15,Who ever saw it has liked it….It arrived just now!,10,,
Jaan Se Pyara Juni,00:16:30.560,آؤ… ساتھ آؤ۔,3,Come… come along.,3,,
Jaan Se Pyara Juni,00:16:35.840,یہ دیکھو۔,2,Look at this.,3,,
Jaan Se Pyara Juni,00:16:46.080,یہ خوبصورت ہے۔,3,It’s lovely.,2,,
Jaan Se Pyara Juni,00:16:47.560,اور یہ اس کے مطابق بھی ہوگا۔,7,And it will also suit her.,6,,
Jaan Se Pyara Juni,00:16:49.920,فاخرہ، کیا,2,"Fakhra,",1,,
Jaan Se Pyara Juni,00:16:52.120,میں نے تمہیں کہا نہیں تھا کہ وہ لباس اٹھا کر اندر رکھو۔,13,Didn’t I tell you to pick up that outfit and put it inside.,13,,
Jaan Se Pyara Juni,00:16:56.040,یہ لوگوں کی بری نظر کو پکڑ سکتا ہے۔,9,It can catch the evil eye of people.,8,,
Jaan Se Pyara Juni,00:16:58.680,کون جانتا ہے کہ لوگ کس طرح کی حسد بھری,10,Who knows the kind of envy filled,7,,
Jaan Se Pyara Juni,00:17:06.400,جاؤ اسے اندر رکھو۔,4,Go put it inside.,4,,
Jaan Se Pyara Juni,00:17:11.360,میں آنٹی کو چھوڑ رہا ہوں۔,6,I’m leaving aunty.,3,,
Jaan Se Pyara Juni,00:17:13.120,میں صرف مبارکباد دینے آیا ہوں۔,6,I only came by to give my felicitations.,8,,
Jaan Se Pyara Juni,00:17:15.280,اوہ… لیکن تم اتنی جلدی کیسے جا سکتے ہو؟!,9,Oh… but how can you leave so early?!,8,,
Jaan Se Pyara Juni,00:17:17.240,کم از کم تھوڑی دیر بیٹھو!,6,At least sit for a little while!,7,,
Jaan Se Pyara Juni,00:17:23.640,نہیں… میں مینا چھوڑ رہا ہوں,6,No…I am leaving,3,,
Jaan Se Pyara Juni,00:17:26.120,…,1,Mina…,1,,
Jaan Se Pyara Juni,00:17:32.680,چھوڑو اسے۔,2,Leave it.,2,,
Jaan Se Pyara Juni,00:17:35.400,گاتے رہیں۔,2,Keep singing.,2,,
Jaan Se Pyara Juni,00:17:36.760,تم سب کیوں رک گئے ہو؟,6,Why have you all stopped?,5,,
Jaan Se Pyara Juni,00:17:57.640,مینا؟,1,Mina?,1,,
Jaan Se Pyara Juni,00:18:02.680,تم یہاں کیا کر رہے ہو؟,6,What are you doing here?,5,,
Jaan Se Pyara Juni,00:18:08.680,کیا آپ کی دوبارہ کسی سے لڑائی ہوئی ہے؟,9,Have you had fight with someone again?,7,,
Jaan Se Pyara Juni,00:18:14.360,میں تم سے کچھ پوچھ رہا ہوں مینا۔,8,I’m asking you something Mina.,5,,
Jaan Se Pyara Juni,00:18:16.920,پریشان نہ ہوں، میں یہاں کسی سے لڑائی کی وجہ سے نہیں آیا۔,13,"Don’t worry, I didn’t come here because",7,,
Jaan Se Pyara Juni,00:18:20.640,اور میں نے اس بار آپ کے لیے کوئی مسئلہ شروع نہیں کیا۔,13,And I didn’t even start a problem for you this time.,11,,
Jaan Se Pyara Juni,00:18:24.560,یقین نہیں آتا تو,4,If you don’t believe me then go ask,8,,
Jaan Se Pyara Juni,00:18:29.880,بتاؤ,1,Tell me,2,,
Jaan Se Pyara Juni,00:18:31.280,کیا ہوا ہے مینا؟,4,What’s happened Mina?,3,,
Jaan Se Pyara Juni,00:18:32.800,کچھ نہیں… کچھ نہیں ہوا۔,5,Nothing… nothing’s happened.,3,,
Jaan Se Pyara Juni,00:18:34.840,میرے سر میں بس درد ہے۔,6,I just have a headache.,5,,
Jaan Se Pyara Juni,00:18:37.040,اندر بہت شور تھا۔,4,There was a lot of noise inside.,7,,
Jaan Se Pyara Juni,00:18:37.880,مجھے جانے دو!,3,Let me go!,3,,
Jaan Se Pyara Juni,00:19:04.240,صرف اس لیے کہ وہ ایک اعلیٰ طبقے کے خاندان میں شادی کر رہی ہے۔,15,Just because she’s marrying into an upper-class family.,8,,
Jaan Se Pyara Juni,00:19:06.480,مجھے نہیں معلوم کہ وہ کون سمجھتی ہے کہ,9,I don’t know who she thinks she is,8,,
Jaan Se Pyara Juni,00:19:24.200,وہ میری توہین کرنے سے پہلے دو بار نہیں سوچا تھا۔,11,She didn’t think twice before insulting me.,7,,
Jaan Se Pyara Juni,00:19:30.560,یہ میری غلطی ہے,4,It’s my fault,3,,
Jaan Se Pyara Juni,00:19:33.040,مجھے کبھی نہیں جانا چاہیے تھا۔,6,I should never have gone.,5,,
Jaan Se Pyara Juni,00:19:36.720,ٹھیک ہے تو حسن آرا، میں ابھی جا رہی ہوں۔,10,"Alright then Husn Ara, I’m going to leave now.",9,,
Jaan Se Pyara Juni,00:19:38.160,ٹھیک ہے,2,Alright.,1,,
Jaan Se Pyara Juni,00:19:39.120,ٹھیک ہے۔,2,Okay.,1,,
Jaan Se Pyara Juni,00:19:39.960,اب تم اپنا بہت خیال رکھنا۔,6,You take good care of yourself now.,7,,
Jaan Se Pyara Juni,00:19:41.000,تم بھی۔,2,You too.,2,,
Jaan Se Pyara Juni,00:19:41.840,میں کل صبح سویرے آ جاؤں گا۔,7,I’ll come by early tomorrow morning.,6,,
Jaan Se Pyara Juni,00:19:43.120,میں تمہیں کال کروں گا۔,5,I’ll call you.,3,,
Jaan Se Pyara Juni,00:19:43.920,ٹھیک ہے۔,2,Okay.,1,,
Jaan Se Pyara Juni,00:20:00.520,آج تم نے مینا کے ساتھ جو کیا وہ ٹھیک نہیں تھا۔,12,What you did with Mina today wasn’t right.,8,,
Jaan Se Pyara Juni,00:20:04.560,وہ سچے پیار سے آپ سے ملنے آئی تھی,9,She came over with genuine affection to meet you,9,,
Jaan Se Pyara Juni,00:20:07.400,اور آپ نے اس سے ایسی ناگوار باتیں کیں؟,9,and you said such untoward things to her?,8,,
Jaan Se Pyara Juni,00:20:10.240,تمہیں یہ سب کیوں کہنا پڑا؟,6,Why did you have to say all that?,8,,
Jaan Se Pyara Juni,00:20:12.600,اور پھر وہ تمہاری چیزوں سے کیوں حسد کرے گی؟,10,And then why would she envy your things?,8,,
Jaan Se Pyara Juni,00:20:15.760,آپ کو اس کی ممی کو کبھی مدعو نہیں کرنا چاہیے تھا!,12,You should never have invited her mummy!,7,,
Jaan Se Pyara Juni,00:20:18.720,اور پھر تم نے بلاوجہ جا کر,7,And then you needlessly went and,6,,
Jaan Se Pyara Juni,00:20:23.240,میں نہیں چاہتا کہ اس کا سایہ بھی میری خوشیوں کو پار کرے۔,13,I don’t want even her shadow to cross my happiness.,10,,
Jaan Se Pyara Juni,00:20:28.400,یہ اچھی بات ہے کہ وہ چلا گیا۔,8,It’s a good thing she left.,6,,
Jaan Se Pyara Juni,00:20:30.520,ورنہ میں اسے کہہ دیتا کہ وہ چلا جائے۔,9,Otherwise I would have told her to leave.,8,,
Jaan Se Pyara Juni,00:20:32.400,گویا,1,As if there was anything else left to,8,,
Jaan Se Pyara Juni,00:20:37.960,تم نے جو کیا وہ غلط تھا۔,7,What you did was wrong.,5,,
Jaan Se Pyara Juni,00:20:39.920,یہ بہت غلط تھا۔,4,It was very wrong.,4,,
Jaan Se Pyara Juni,00:20:42.200,تم بہت جلد اس گھر سے رخصت ہونے والے ہو…,10,You’re very soon going to depart from this house…,9,,
Jaan Se Pyara Juni,00:20:45.600,تم اسے چھوڑ دو گے…,5,You’ll be leaving it…,4,,
Jaan Se Pyara Juni,00:20:48.120,اور تمہیں یہ کام صاف دل سے کرنا چاہیے۔,9,and you should do it with a clean heart.,9,,
Jaan Se Pyara Juni,00:20:51.680,جب لوگوں کی دعائیں اور برکتیں ایک کے ساتھ ہوں تو,11,It’s when people’s prayers and blessings are with one,9,,
Jaan Se Pyara Juni,00:20:54.840,مستقبل میں زندگی آسان ہو جاتی ہے۔,7,that life becomes easier in the future.,7,,
Jaan Se Pyara Juni,00:21:01.880,فارس کوئی عام آدمی نہیں ہے کہ میں آپ جیسی چیزوں کا تصور کرنا اور پسند کرنا شروع نہیں کروں گا۔,21,Faris is no ordinary man that I’m not going to start imagining and fancying things like you.,17,,
Jaan Se Pyara Juni,00:21:06.480,وہ بہت امیر لوگ ہیں۔,5,They’re very rich people.,4,,
Jaan Se Pyara Juni,00:21:08.760,ایک بار میری شادی ہو جائے تو میں,8,Once I get married I’m not going,7,,
Jaan Se Pyara Juni,00:21:12.800,نہ ہی میں اس مینا اور جنید اور یا اس طرح کے نچلے طبقے کے لوگوں سے ملوں گا۔,19,Nor will I meet this Mina and Junaid and or such lower-class kind of people.,15,,
Jaan Se Pyara Juni,00:21:17.480,آپ ان کے ساتھ اپنا تعلق قائم رکھ سکتے ہیں۔,10,You can keep your association with them.,7,,
Jaan Se Pyara Juni,00:21:19.720,لیکن میں ان سے کبھی نہیں ملوں گا۔,8,But I will never meet them.,6,,
Jaan Se Pyara Juni,00:21:22.000,مجھ سے کبھی ان سے ملنے کی امیدیں نہ رکھیں۔,10,Don’t have any high hopes of me ever meeting them.,10,,
Jaan Se Pyara Juni,00:21:27.520,’’مینا اور جنید‘‘,3,’Mina and Junaid.’,3,,
Jaan Se Pyara Juni,00:21:46.720,آج کا دن بہت مصروف گزرے گا۔,7,Today’s going to be very busy day.,7,,
Jaan Se Pyara Juni,00:21:51.040,یقینی بنائیں کہ آپ شام سے پہلے تیار ہیں۔,9,Make sure you’re ready before the evening.,7,,
Jaan Se Pyara Juni,00:21:53.600,ہمیں دولہا کی شادی کی تقریب کے آنے سے پہلے وہاں پہنچنا ہوگا۔,13,We need to get there before the groom’s wedding party arrives.,11,,
Jaan Se Pyara Juni,00:21:57.720,اور سفینہ بہن بھی آرہی ہے۔,6,And sister Safina is also coming.,6,,
Jaan Se Pyara Juni,00:22:00.400,براہ کرم یقینی بنائیں کہ اس کے ساتھ کوئی اختلاف نہیں ہے۔,12,Please make sure there’s no disagreement with her.,8,,
Jaan Se Pyara Juni,00:22:04.760,یہ خوشی کا موقع ہے اس لیے کوئی,8,It’s an occasion of happiness so there,7,,
Jaan Se Pyara Juni,00:22:12.000,کوئی ناخوشگوار نہیں ہو گا…,5,There not going to be any unpleasantness…,7,,
Jaan Se Pyara Juni,00:22:14.040,کیونکہ میں نہیں جا رہا ہوں۔,6,because I’m not going.,4,,
Jaan Se Pyara Juni,00:22:16.520,آپ,1,You can go,3,,
Jaan Se Pyara Juni,00:22:18.480,اپنی آسانی سے دولہے کی شادی کی تقریب میں جا کر خوش آمدید کہہ سکتے ہیں۔,16,and welcome the groom’s wedding party at your ease.,9,,
Jaan Se Pyara Juni,00:22:23.000,اپنے آپ سے لطف اندوز ہوں۔  کیا,7,Enjoy yourself.,2,,
Jaan Se Pyara Juni,00:22:27.480,آپ اب بھی ناراض ہیں؟,5,You’re still angry?,3,,
Jaan Se Pyara Juni,00:22:29.920,اور آپ مجھے یہ بھی نہیں بتائیں گے کہ کیا ہوا ہے۔,12,And you won’t even tell me what happened.,8,,
Jaan Se Pyara Juni,00:22:36.520,دیکھو اگر حسینہ نے کچھ کہا ہے تو اسے معاف کر دینا,12,"Look, if Husna’s said something then just forgive her",9,,
Jaan Se Pyara Juni,00:22:39.000,کیونکہ وہ اب یہ جگہ چھوڑ کر جا رہی ہے۔,10,because she is after all leaving this place now.,9,,
Jaan Se Pyara Juni,00:22:40.360,ہمم؟,1,Hmm?,1,,
Jaan Se Pyara Juni,00:22:44.360,آپ کو پتا ہے آنٹی ثریا صبح آئی تھیں اور مجھ سے وعدہ کیا تھا کہ آپ کو اپنے ساتھ لے کر آؤں گی۔,24,You know aunty Suraiya came by in the morning and made me promise to bring you with me.,18,,
Jaan Se Pyara Juni,00:22:48.880,وہ کافی معذرت خواہ تھی۔,5,She was quite apologetic.,4,,
Jaan Se Pyara Juni,00:22:51.160,اس کی وجہ سے وہ مشکل سے بول سکتی تھی۔,10,She could hardly speak because of it.,7,,
Jaan Se Pyara Juni,00:22:54.400,تم نے پہلے مجھ سے پوچھے بغیر اس سے وعدہ کیوں کیا؟,12,Why did you promise her without asking me first?,9,,
Jaan Se Pyara Juni,00:22:58.760,جب میں نے کہا کہ میں نہیں جاؤں گا تو میں نہیں جاؤں گا۔,14,"When I’ve said that I won’t go, then I won’t go.",11,,
Jaan Se Pyara Juni,00:23:02.320,اور اس کے علاوہ میرے جانے سے کیا فرق پڑتا ہے؟,11,And besides what difference does my going make?,8,,
Jaan Se Pyara Juni,00:23:04.880,شادی ابھی بھی,3,The wedding is still happening,5,,
Jaan Se Pyara Juni,00:23:07.120,یہ ہو جائے گا.,4,It’ll happen.,2,,
Jaan Se Pyara Juni,00:23:12.200,کیا آپ کبھی کبھی ایسا نہیں کر سکتیں جیسا میں آپ کو کرنے کو کہتی ہوں، مینا؟,17,"Can’t you just sometimes do as I tell you to do, Mina?",12,,
Jaan Se Pyara Juni,00:23:15.040,برائے مہربانی بحث نہ کریں۔,5,Please don’t argue.,3,,
Jaan Se Pyara Juni,00:23:16.720,یہ خوشی کا موقع ہے…اور جیسا کہ,7,It’s an occasion of happiness…And as,6,,
Jaan Se Pyara Juni,00:24:37.440,ممی!,1,Mummy!,1,,
Jaan Se Pyara Juni,00:24:38.520,امی,1,Mummy,1,,
Jaan Se Pyara Juni,00:24:41.480,آپ نے ابھی تک کپڑے بھی نہیں پہنے۔,8,You aren’t even dressed as yet?,6,,
Jaan Se Pyara Juni,00:24:43.440,ممی، میرے دوست آنے والے ہیں,6,"Mummy, my friends are about to come",7,,
Jaan Se Pyara Juni,00:24:44.800,اور ہمیں وہاں شادی کی تقریب لے کر جانا ہے تو کیا آپ جلدی سے کپڑے پہن لیں۔,18,and we have to take the wedding party there so could you please get dressed quickly.,16,,
Jaan Se Pyara Juni,00:24:47.680,میں کپڑے پہنوں گا,4,I will get dressed,4,,
Jaan Se Pyara Juni,00:24:49.560,لیکن مجھے پہلے آپ سے,5,but I need to first speak to you,8,,
Jaan Se Pyara Juni,00:24:51.480,امی ہم بعد میں جو چاہیں بات کر سکتے ہیں لیکن,11,Mummy we can talk all we want later but,9,,
Jaan Se Pyara Juni,00:24:53.960,مجھے ان لوگوں کو باہر دیکھنے کی ضرورت ہے,9,I need to see to these people outside,8,,
Jaan Se Pyara Juni,00:24:56.520,فارس!,1,Faris!,1,,
Jaan Se Pyara Juni,00:24:58.600,یاد ہے میں نے تم سے کہا تھا کہ میری ایک چھوٹی سی شرط تھی؟,15,Remember I told you that I had a small condition?,10,,
Jaan Se Pyara Juni,00:25:02.560,اور یہ کہ آپ اسے پورا کیے بغیر شادی نہیں کر سکتے تھے۔,13,And that you couldn’t get married without fulfilling it.,9,,
Jaan Se Pyara Juni,00:25:10.040,میں سمجھا نہیں آپ کا کیا مطلب ہے؟,8,I don’t understand what you mean?,6,,
Jaan Se Pyara Juni,00:25:12.000,کیسی حالت؟,2,What kind of condition?,4,,
Jaan Se Pyara Juni,00:25:25.960,مجھے نہیں معلوم کہ مجھے جانا چاہیے یا نہیں۔,9,I don’t know whether I should even go or not.,10,,
Jaan Se Pyara Juni,00:25:30.720,وہ باتیں جو حسن آرا نے کہی…,7,The things Husn Ara said…,5,,
Jaan Se Pyara Juni,00:25:33.280,میں انہیں نہ بھول سکتی ہوں اور نہ ہی نظر انداز کر سکتی ہوں۔,14,I can neither forget nor ignore them.,7,,
Jaan Se Pyara Juni,00:25:36.400,میں بہت ذلیل ہوا تھا۔,5,I was so very humiliated.,5,,
Jaan Se Pyara Juni,00:25:38.120,تمہیں کیا ہوگیا ہے مینا!,5,What’s wrong with you Mina!,5,,
Jaan Se Pyara Juni,00:25:39.400,اس کے ساتھ جہنم!,4,To hell with her!,4,,
Jaan Se Pyara Juni,00:25:40.960,اس کے علاوہ وہ ویسے ہی جا رہی ہے۔,9,Besides she’s leaving as it is.,6,,
Jaan Se Pyara Juni,00:25:43.160,تم اپنا جوش کیوں خراب کر رہے ہو؟,8,Why are you spoiling your excitement?,6,,
Jaan Se Pyara Juni,00:25:45.080,اس کے ساتھ چلو۔,4,Go with him.,3,,
Jaan Se Pyara Juni,00:25:46.880,بھائی جنید کو خود نہ جانے دو۔,7,Don’t let brother Junaid go on his own.,8,,
Jaan Se Pyara Juni,00:25:48.880,آپ کو یہ سمجھنے کی ضرورت ہے کہ کیا ہے۔,10,You need to understand what’s what.,6,,
Jaan Se Pyara Juni,00:25:51.000,وہ جیسا چاہے کر سکتا ہے.... وہ جہاں چاہتا ہے۔,10,He can do as he pleases…..Go where he wants.,9,,
Jaan Se Pyara Juni,00:25:54.160,میں یہاں غصے اور غضب میں بیٹھا ہوں۔,8,I’m just sitting here angry and bored.,7,,
Jaan Se Pyara Juni,00:25:57.560,میں نے چچا سے بھی کہا ہے کہ مجھے لینے نہ آئیں۔,12,I’ve even told uncle not to come pick me up.,10,,
Jaan Se Pyara Juni,00:26:01.080,مجھے ایسا لگتا ہے جیسے اس دنیا میں مجھے اپنا کہنے کی کوئی جگہ نہیں ہے۔,16,I feel as if I have no place to call my own in this world.,15,,
Jaan Se Pyara Juni,00:26:04.160,مینا،,1,"Mina,",1,,
Jaan Se Pyara Juni,00:26:05.000,خدا آپ کے گھر، شادی اور آپ کے شوہر کو سلامت رکھے۔,12,"May God keep your home, marriage and your husband safe and sound.",12,,
Jaan Se Pyara Juni,00:26:08.640,بالکل فضول باتیں کرنا بند کرو۔,6,Stop talking utter nonsense.,4,,
Jaan Se Pyara Juni,00:26:11.000,ایسی ناشکری اچھی بات نہیں۔,5,Such ungratefulness is not a good thing.,7,,
Jaan Se Pyara Juni,00:26:13.720,آپ کو اب یہ سمجھنے کی ضرورت ہے کہ آپ کو,11,You need to now understand that you have,8,,
Jaan Se Pyara Juni,00:26:18.040,کیا اس نے تمہیں اپنے ساتھ آنے کو نہیں کہا تھا؟,11,Didn’t he tell you to come along with him?,9,,
Jaan Se Pyara Juni,00:26:22.360,ہاں، اس نے مجھے بتایا۔,5,"Yes, he did tell me.",5,,
Jaan Se Pyara Juni,00:26:23.760,درحقیقت اس نے مجھ سے درخواست بھی کی تھی۔,9,"In fact, he even requested me.",6,,
Jaan Se Pyara Juni,00:26:26.560,اسے لگا کہ اگر میں نہ گیا تو سب ناراض ہو جائیں گے۔,13,He felt that everyone would get offended if I didn’t go.,11,,
Jaan Se Pyara Juni,00:26:30.400,اچھا پھر… جاؤ!,3,Well then… go!,3,,
Jaan Se Pyara Juni,00:26:32.280,بہانے بنانا بند کرو اور کپڑے پہنو۔  الوداع,8,Stop making excuses and go get dressed.,7,,
Jaan Se Pyara Juni,00:26:35.800,انتظار نہیں!,2,No wait!,2,,
Jaan Se Pyara Juni,00:26:36.760,کرن؟؟؟,1,Kiran???,1,,
Jaan Se Pyara Juni,00:27:04.280,مینا؟,1,Mina?,1,,
Jaan Se Pyara Juni,00:27:07.600,مینا، میں جا رہا ہوں۔,5,"Mina, I’m leaving.",3,,
Jaan Se Pyara Juni,00:27:10.440,کیا آپ میرے پیچھے دروازہ بند کر سکتے ہیں، براہ مہربانی؟,11,"Could you lock the door behind me, please?",8,,
