Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre
Maa Nahi Saas Hoon Mai,00:27:42.560,کیونکہ اب آپ اور آپ کی بیٹی,7,Because now you and your daughter,6,,
Maa Nahi Saas Hoon Mai,00:27:46.720,کیا؟,1,What?,1,,
Maa Nahi Saas Hoon Mai,00:27:48.520,اتنی معصومانہ حرکتیں نہ کریں۔,5,Don’t act so innocent.,4,,
Maa Nahi Saas Hoon Mai,00:27:50.560,آپ اچھی طرح جانتے ہیں کہ آپ کی پیاری,9,You know well what your beloved,6,,
Maa Nahi Saas Hoon Mai,00:27:53.880,عروج نے بھابھی کو کچھ نہیں کیا۔,7,Arooj did nothing sister in law.,6,,
Maa Nahi Saas Hoon Mai,00:27:56.400,سلمان اسے,2,Salman was deceiving her,4,,
Maa Nahi Saas Hoon Mai,00:27:58.880,چپ رہو۔,2,Stay quiet.,2,,
Maa Nahi Saas Hoon Mai,00:28:01.200,تم میرے بیٹے کو دھوکہ دے رہے ہو؟,8,You are calling my son a cheat?,7,,
Maa Nahi Saas Hoon Mai,00:28:51.000,آپ کی بیٹی دھوکہ باز ہے۔  اس پراپرٹی کے لیے,10,Your daughter is the cheater.,5,,
Maa Nahi Saas Hoon Mai,00:28:53.640,یہ سارا کھیل کس نے کھیلا,6,Who played this entire game,5,,
Maa Nahi Saas Hoon Mai,00:28:57.520,لیکن بھابی…,2,But sister in law…,4,,
Maa Nahi Saas Hoon Mai,00:29:00.280,اب آپ کے پاس یا آپ کی بیٹی,8,Now you or your daughter have,6,,
Maa Nahi Saas Hoon Mai,00:29:08.160,تم اور تمہاری بیٹی,4,You and your daughter get,5,,
Maa Nahi Saas Hoon Mai,00:29:12.880,کیا کہہ رہے ہو؟,4,What are you saying?,4,,
Maa Nahi Saas Hoon Mai,00:29:15.960,میں وہی کہہ رہا ہوں جو تم سن رہے ہو۔,10,I am saying what you hear.,6,,
Maa Nahi Saas Hoon Mai,00:29:19.160,اب جاؤ، اپنی بیٹی کو لے کر,7,"Now go, take your daughter",5,,
Maa Nahi Saas Hoon Mai,00:29:24.280,یاد رکھو، میں,3,"Remember, I am saying",4,,
Maa Nahi Saas Hoon Mai,00:29:27.840,اپنی بیٹی کو لے کر,5,Take your daughter and,4,,
Maa Nahi Saas Hoon Mai,00:29:32.040,مجھے آپ کو یہاں نہیں دیکھنا چاہیے۔,7,I shouldn’t see you here.,5,,
Maa Nahi Saas Hoon Mai,00:30:08.840,ماما,1,"Mama,",1,,
Maa Nahi Saas Hoon Mai,00:30:10.720,یہاں دیکھو۔,2,look here.,2,,
Maa Nahi Saas Hoon Mai,00:30:14.480,کیا ہوا؟,2,What happened?,2,,
Maa Nahi Saas Hoon Mai,00:30:16.040,کیا کسی نے کچھ کہا؟,5,Did someone say something?,4,,
Maa Nahi Saas Hoon Mai,00:30:18.960,بتاؤ۔  کیا ہوا؟,3,Tell me. What happened?,4,,
Maa Nahi Saas Hoon Mai,00:30:24.520,یہ لوگ کہہ رہے ہیں,5,"These people are saying,",4,,
Maa Nahi Saas Hoon Mai,00:30:28.520,کہ ہم اس گھر سے چلے جاتے ہیں۔,8,that we leave from this home.,6,,
Maa Nahi Saas Hoon Mai,00:30:30.960,یہ سب کون کہہ رہا ہے؟,6,Who is saying all this?,5,,
Maa Nahi Saas Hoon Mai,00:30:36.040,بھابی، شائستہ۔,2,"Sister in law, Shaista.",4,,
Maa Nahi Saas Hoon Mai,00:30:39.400,وہ کون ہے؟,3,Who is she?,3,,
Maa Nahi Saas Hoon Mai,00:30:41.160,وہ کون ہے جو ہمیں,5,Who is she to drag us out,7,,
Maa Nahi Saas Hoon Mai,00:30:48.080,مجھے نہیں معلوم کہ,4,I don’t know what,4,,
Maa Nahi Saas Hoon Mai,00:30:50.840,میں آج اسے سبق سکھاؤں گا۔,6,I will teach her a lesson today.,7,,
Maa Nahi Saas Hoon Mai,00:31:28.640,ماں,1,"Mom,",1,,
Maa Nahi Saas Hoon Mai,00:31:30.840,عروج نے مجھے معاف کر دیا نا؟,7,"Arooj forgave me, right?",4,,
Maa Nahi Saas Hoon Mai,00:31:33.120,ہاں،,1,"Yes,",1,,
Maa Nahi Saas Hoon Mai,00:31:35.200,اس نے کیا۔,3,she did.,2,,
Maa Nahi Saas Hoon Mai,00:31:37.240,میں اسے جانتا ہوں۔,4,I know her.,3,,
Maa Nahi Saas Hoon Mai,00:31:56.240,میں آئندہ آپ کو شکایت کا موقع نہیں دوں گا۔,10,I will not give you a chance,7,,
Maa Nahi Saas Hoon Mai,00:32:01.080,نہیں، میں۔,2,"Not, me.",2,,
Maa Nahi Saas Hoon Mai,00:32:03.240,عروج۔,1,Arooj.,1,,
Maa Nahi Saas Hoon Mai,00:32:05.720,میں نہیں کروں گا۔,4,I won’t.,2,,
Maa Nahi Saas Hoon Mai,00:32:14.200,ٹھیک ہے اب میں آفس جاؤں گا۔  ضرور,8,"Okay, I will go to the office now.",8,,
Maa Nahi Saas Hoon Mai,00:32:40.440,آپ نے صحیح سنا ہے۔,5,You have heard it right.,5,,
Maa Nahi Saas Hoon Mai,00:32:42.880,آپ کو اسے سننے میں غلطی نہیں کرنی چاہئے۔,9,You shouldn’t be mistaken,4,,
Maa Nahi Saas Hoon Mai,00:32:45.120,کیونکہ یہ میرا،,3,"Because this is the order of me,",7,,
Maa Nahi Saas Hoon Mai,00:32:57.440,آپ کے اور آپ کی والدہ کے علاوہ اور کوئی,10,You and your mother have no other,7,,
Maa Nahi Saas Hoon Mai,00:33:03.120,آپ لوگ غلطی پر ہیں,5,You people are mistaken,4,,
Maa Nahi Saas Hoon Mai,00:33:05.680,اور نہ آپ مجھے حکم دے سکتے ہیں اور,9,"and neither can you order me,",6,,
Maa Nahi Saas Hoon Mai,00:33:09.720,اور یہ ہمارا گھر بھی ہے۔,6,And this is our home as well.,7,,
Maa Nahi Saas Hoon Mai,00:33:19.680,یہ دھوکہ دہی اور دھوکہ دہی کا جو نقاب,9,This mask of deceit and fraud,6,,
Maa Nahi Saas Hoon Mai,00:33:23.160,وہ ہٹ گیا ہے۔,4,it has been removed.,4,,
Maa Nahi Saas Hoon Mai,00:33:25.440,کافی,1,Enough.,1,,
Maa Nahi Saas Hoon Mai,00:33:26.800,اپنی [ __ ] بند کرو۔  کیا,7,Stop your nonsense.,3,,
Maa Nahi Saas Hoon Mai,00:33:33.560,آپ ہمیں دھوکے باز کہہ رہے ہیں؟,7,You are calling us cheaters?,5,,
Maa Nahi Saas Hoon Mai,00:33:38.840,بحث کی ضرورت نہیں عروج۔,5,"There is no need to argue, Arooj.",7,,
Maa Nahi Saas Hoon Mai,00:33:40.720,تم اس گھر سے چلے جاؤ،,6,"You leave from this home,",5,,
Maa Nahi Saas Hoon Mai,00:33:44.200,آپ نے اسے,3,You have blown it out,5,,
Maa Nahi Saas Hoon Mai,00:33:46.760,اب معاملہ ختم ہو جائے گا۔,6,Now the matter will end.,5,,
Maa Nahi Saas Hoon Mai,00:33:49.080,میں اس معاملے کو ختم کر رہا ہوں۔,8,I am ending this matter.,5,,
Maa Nahi Saas Hoon Mai,00:33:51.160,ہاہاہا،,1,"Hah,",1,,
Maa Nahi Saas Hoon Mai,00:33:52.280,آپ کو,2,you had the right,4,,
Maa Nahi Saas Hoon Mai,00:33:59.320,لیکن اسے ختم کرنے کا نہیں۔,6,but not to end it.,5,,
Maa Nahi Saas Hoon Mai,00:34:01.160,میں اسے ختم کروں گا!,5,I will end it!,4,,
Maa Nahi Saas Hoon Mai,00:34:08.240,دیکھو بچے، وہ کس طرح بدتمیزی کر رہی ہے... مستقبل میں میری ماں سے,14,"Look, child, how she is misbehaving…",6,,
Maa Nahi Saas Hoon Mai,00:34:10.120,بات کرتے وقت محتاط رہنا۔,5,Be careful when talking,4,,
Maa Nahi Saas Hoon Mai,00:34:13.680,یہاں دیکھو۔,2,Look here.,2,,
Maa Nahi Saas Hoon Mai,00:34:19.480,کیا آپ کو بات کرنے کا کوئی آداب نہیں ہے؟,10,Do you have no manners to talk?,7,,
